"N° Dossier","Client","Chantier","N° Devis","Client - Chantier"
"101417","IDFC","Cité U Paris","31259","IDFC - Cité U Paris"
"101418","Hervé Thermique","Maif - Montigny","31192","Hervé Thermique - Maif - Montigny"
"101419","Cobalt","Cuisine Pierrefitte","31235","Cobalt - Cuisine Pierrefitte"
"101423","Techni + ","Gems Ampere","31277","Techni +  - Gems Ampere"
"101424","Engie","CTA Dauphine - Régul","31023B","Engie - CTA Dauphine - Régul"
"101426","Atalian","Pégase","31282","Atalian - Pégase"
"101427","BC Climatisation","AG2R","31289","BC Climatisation - AG2R"
"101428","Optim Energie","Bellini","31246E","Optim Energie - Bellini"
"101429","Brunier","GS Corot - Chennevières","31271","Brunier - GS Corot - Chennevières"
"101430","Sodefa","Disney - Lake Treatment","30697C","Sodefa - Disney - Lake Treatment"
"101431","Atalian","Sondes d'ambiance","31111A","Atalian - Sondes d'ambiance"
"101432","Atalian","Pégase R+7","31160A","Atalian - Pégase R+7"
"101435","Techni+","Bellini","30929B","Techni+ - Bellini"
"101437","Optim Energie","Gécina Biopark - Ajout module d'éclairage","31207","Optim Energie - Gécina Biopark - Ajout module d'éclairage"
"101438","Techni+","Le Vectorial","31113C","Techni+ - Le Vectorial"
"101439","Engie","Covea Tivoli","31168","Engie - Covea Tivoli"
"101440","Engie ","Covea Tivoli - Cloisonnement Phase 2 et 3","31281","Engie  - Covea Tivoli - Cloisonnement Phase 2 et 3"
"101441","Techni+","Systra 3","31302","Techni+ - Systra 3"
"101442","Cobalt","Nelson","31216","Cobalt - Nelson"
"101444","Aéroclim","Restaurant Beaugrenelle","31265","Aéroclim - Restaurant Beaugrenelle"
"101445","Cogeclim","Rocquencourt - Accompagnement GTB","31338","Cogeclim - Rocquencourt - Accompagnement GTB"
"101446","Energilec","Fourniture","31317","Energilec - Fourniture"
"101447","IDFC","Immeuble Vaucresson","31341","IDFC - Immeuble Vaucresson"
"101448","Atalian","Air France - Maintenance GTB 2023","31322","Atalian - Air France - Maintenance GTB 2023"
"101450","Bouygues","Maintenance Opéra Victoire","31169","Bouygues - Maintenance Opéra Victoire"
"101452","Geteo","Maintenance Front Office 2023","31373","Geteo - Maintenance Front Office 2023"
"101453","Engie","Diderot - M5B2 - Audit","31356","Engie - Diderot - M5B2 - Audit"
"101454","Hervé Thermique","Maif - Raccordement supplémentaire","31364","Hervé Thermique - Maif - Raccordement supplémentaire"
"101455","Cogeclim","Immeuble Emeraude","30890D","Cogeclim - Immeuble Emeraude"
"101456","Axima","Hotel Le Grand Quartier - Mise à dispo d'un tech pour accompagnement de l'audit","31350B","Axima - Hotel Le Grand Quartier - Mise à dispo d'un tech pour accompagnement de l'audit"
"101457","Brunier","Gymnase Biron","31287B","Brunier - Gymnase Biron"
"101458","Secla","Trousseau","31258","Secla - Trousseau"
"101459","Rougnon","Sopark - Extraction des points","31261","Rougnon - Sopark - Extraction des points"
"101460","Insep","Audit","31243","Insep - Audit"
"101461","Techni+","Bouygues Montigny","31291B","Techni+ - Bouygues Montigny"
"101462","La louisiane","CTA Rambouillet - TS CTA 20","31050","La louisiane - CTA Rambouillet - TS CTA 20"
"101463","Guinier","Sénat - Salle Clémenceau","31297B","Guinier - Sénat - Salle Clémenceau"
"101464","Enely","Fourniture et programmation de 3 AS","30597A","Enely - Fourniture et programmation de 3 AS"
"101465","Enely","Diaconnesse - Heures décallées","31139","Enely - Diaconnesse - Heures décallées"
"101466","Cybstores","Témoin","31361","Cybstores - Témoin"
"101467","Faceo","UMS - Maintenance 2023","31276","Faceo - UMS - Maintenance 2023"
"101468","Rougnon","Orano - CTA - AN","31230A","Rougnon - Orano - CTA - AN"
"101469","Rougnon","Orano - Modif VC","31245A","Rougnon - Orano - Modif VC"
"101470","Rougnon","Orano - Programme Horaire VC","31284","Rougnon - Orano - Programme Horaire VC"
"101471","Rougnon","Orano - Inter du 21/02","31299","Rougnon - Orano - Inter du 21/02"
"101472","Rougnon","Orano - Inter du 18/03","31337","Rougnon - Orano - Inter du 18/03"
"101473","Rougnon","Orano - VC Ventilation","31376","Rougnon - Orano - VC Ventilation"
"101474","Rougnon","Orano - RDV sur site","31300","Rougnon - Orano - RDV sur site"
"101475","Rougnon","Orano - CTA","30927","Rougnon - Orano - CTA"
"101476","Rougnon","Orano - Inter Septembre","30986","Rougnon - Orano - Inter Septembre"
"101477","Rougnon","Orano - Dépannaga","31227","Rougnon - Orano - Dépannaga"
"101478","CRAM ","Maintenance  Conservatoire de Pantin","31214","CRAM  - Maintenance  Conservatoire de Pantin"
"101479","Majorelle","Air France - Siège","31404","Majorelle - Air France - Siège"
"101480","Cogeclim","Cardinal - Ajour module compteur GAZ","31413","Cogeclim - Cardinal - Ajour module compteur GAZ"
"101481","Techni + ","Thales Elancourt - CTA Bat J","31415","Techni +  - Thales Elancourt - CTA Bat J"
"101482","SAP2I","Disney Lake Treatment - Process traitement d'eau","30700B","SAP2I - Disney Lake Treatment - Process traitement d'eau"
"101483","Resolution","Ina - Pupitre Amphi","31002","Resolution - Ina - Pupitre Amphi"
"101484","Atalian","Air France CDG - GER2023 - Siège R+5","31321","Atalian - Air France CDG - GER2023 - Siège R+5"
"101485","Atalian","Air France CDG - GER2023 - Siège R+1","31324","Atalian - Air France CDG - GER2023 - Siège R+1"
"101486","Atalian","Air France CDG - GER2023 - Siège zone médical","31326","Atalian - Air France CDG - GER2023 - Siège zone médical"
"101487","Atalian","Air France CDG - GER2023 - Siège Zone Bureau RDC","31325","Atalian - Air France CDG - GER2023 - Siège Zone Bureau RDC"
"101488","Atalian","Air France CDG - GER2023 - Cité PN r+6","31327","Atalian - Air France CDG - GER2023 - Cité PN r+6"
"101490","Techni+","Thales - Dépannage","31438","Techni+ - Thales - Dépannage"
"101491","Atalian","Air France CDG - GER2023 - LT E Distri EC/EG","31329","Atalian - Air France CDG - GER2023 - LT E Distri EC/EG"
"101492","Atalian","Air France CDG - Lumendar","31320","Atalian - Air France CDG - Lumendar"
"101493","Selectra","IUT Champs - Passerelle","31218","Selectra - IUT Champs - Passerelle"
"101495","Energilec","Covea Boulogne","31443","Energilec - Covea Boulogne"
"101497","Schneider & Cie","Hopitale Claude Galien Quincy","31554","Schneider & Cie - Hopitale Claude Galien Quincy"
"101498","Fern Energies","Jeanne D'Arc","31351","Fern Energies - Jeanne D'Arc"
"101499","Atalian","Maintenance 2023 - Maison du Japon","31441","Atalian - Maintenance 2023 - Maison du Japon"
"101500","Cogeclim","Emeraude - FTM","31469B","Cogeclim - Emeraude - FTM"
"101504","Brunier","Auguste Renoir - Dépannage","31477","Brunier - Auguste Renoir - Dépannage"
"101506","ICE","Les Groues - Passerelle Modbus","31296","ICE - Les Groues - Passerelle Modbus"
"101509","Sitème","Fontainebleau - TS","31493","Sitème - Fontainebleau - TS"
"101511","Brunier","GS Saint Ouen","31334B","Brunier - GS Saint Ouen"
"101512","Brunier","Elsa Triolet - Mitry Ory","31425D","Brunier - Elsa Triolet - Mitry Ory"
"101514","Etec","Menguy's","31497","Etec - Menguy's"
"101515","Engie","Renault Boulogne","31499","Engie - Renault Boulogne"
"101518","Techni+","Bouygues Montigny - Passerelle","31506","Techni+ - Bouygues Montigny - Passerelle"
"101519","Rougnon","Pong","31101F","Rougnon - Pong"
"101522","Idex","Piscine Choisy - Régulation","31519","Idex - Piscine Choisy - Régulation"
"101523","Resolution","INA - Gestion d'éclairage","31331B","Resolution - INA - Gestion d'éclairage"
"101525","Rougnon","WDR Colisée","31480","Rougnon - WDR Colisée"
"101526","Equans","Hotel rue de Nancy - Mis à dispo d'un tech","31527","Equans - Hotel rue de Nancy - Mis à dispo d'un tech"
"101527","Nouvellere","Engie T1 - Ingénierie","31466","Nouvellere - Engie T1 - Ingénierie"
"101528","Produal","Variateur CD6781","31537","Produal - Variateur CD6781"
"101529","Derichebourg","Robert Debré - PH2","31352B","Derichebourg - Robert Debré - PH2"
"101530","Engie","Chaufferie Dauphine","30906B","Engie - Chaufferie Dauphine"
"101531","Faceo","UMS - Dépannage","31454","Faceo - UMS - Dépannage"
"101534","MATE","Gymnase Noisy Le Grand","31076A","MATE - Gymnase Noisy Le Grand"
"101538","Engie","Diderot - CO2","31467","Engie - Diderot - CO2"
"101539","Engie","Audit Diderot - CO2","31553","Engie - Audit Diderot - CO2"
"101540","Engie","BDE Champs - CTA","31131","Engie - BDE Champs - CTA"
"101541","Engie","IUT Champs","31129","Engie - IUT Champs"
"101542","Engie","Dauphine - Réseau Chauffage","31423","Engie - Dauphine - Réseau Chauffage"
"101543","LTDF","Treed - It Maison médicale","31582","LTDF - Treed - It Maison médicale"
"101545","Axima","Maintenance Agirg Arrco","31221","Axima - Maintenance Agirg Arrco"
"101546","Finelec","Treed it - Ajout Capteurs","31355","Finelec - Treed it - Ajout Capteurs"
"101548","Energilec","Covea Boulogne","31443","Energilec - Covea Boulogne"
"101549","Sylvametal","GS Saint Ouen","31267A","Sylvametal - GS Saint Ouen"
"101552","Cogeclim","Emeraude - 4 MTA","31580","Cogeclim - Emeraude - 4 MTA"
"101553","Engie","Maintenance Régus Madeleine 2023","31593","Engie - Maintenance Régus Madeleine 2023"
"101554","Geteo","Philippe Auguste","31309","Geteo - Philippe Auguste"
"101559","Brunier","Dépannage Auguste Renoir","31571","Brunier - Dépannage Auguste Renoir"
"101561","Atalian","Air France - Bat 3 Nord","31542","Atalian - Air France - Bat 3 Nord"
"101562","Atalian","Air France - GER10 - Gestion BDV","31476A","Atalian - Air France - GER10 - Gestion BDV"
"101564","Brunier","Sevran Lamartine","31358","Brunier - Sevran Lamartine"
"101565","Brunier","Romain Rolland","31599","Brunier - Romain Rolland"
"101566","CBRE","ETZ2","31569","CBRE - ETZ2"
"101573","Geteo","Front Office - Dépannage","31656","Geteo - Front Office - Dépannage"
"101575","IDFC","Anne Frank - Cuisine / Destratificateur","31311","IDFC - Anne Frank - Cuisine / Destratificateur"
"101576","Energilec","Canopy - Re cloisonnement et mise à jour GTB","31622","Energilec - Canopy - Re cloisonnement et mise à jour GTB"
"101577","Axima","Le Grand Quatier - Mise à dispo d'un techn pour dépannage","31672","Axima - Le Grand Quatier - Mise à dispo d'un techn pour dépannage"
"101578","Atalian","Air France CDG - CSE lignes R+2","31545A","Atalian - Air France CDG - CSE lignes R+2"
"101579","Chauffage Evolution","Mairie Chappelle Bourbon","31563B","Chauffage Evolution - Mairie Chappelle Bourbon"
"101582","Faceo","UMS - LT GF","31628","Faceo - UMS - LT GF"
"101584","Lartec","Francois 1er","31629","Lartec - Francois 1er"
"101585","CBRE ","Ory 4","31405A","CBRE  - Ory 4"
"101586","Scaleway","DC2","31631","Scaleway - DC2"
"101587","Geteo","CDC Chaufferie","31639","Geteo - CDC Chaufferie"
"101588","Rougnon","66 CE","31463C","Rougnon - 66 CE"
"101591","Rougnon","Aguesseau","31752","Rougnon - Aguesseau"
"101592","ACE Technic","Fontainebleau - RPC","31769","ACE Technic - Fontainebleau - RPC"
"101594","Elicap","Commissariat Neuilly Sur Seine","31046B","Elicap - Commissariat Neuilly Sur Seine"
"101596","GTIE","Parc des Expos - Hall 5A","31730","GTIE - Parc des Expos - Hall 5A"
"101597","IDFC","Nanteuil Les Meaux","31078","IDFC - Nanteuil Les Meaux"
"101598","IDFC","Aulnay","31691","IDFC - Aulnay"
"101601","IDFC","P13 Zac Paul Bourget","31065C","IDFC - P13 Zac Paul Bourget"
"101602","Techni+","Thales - Dépannage Vinci","31652","Techni+ - Thales - Dépannage Vinci"
"101603","Hervé Thermique","Chaufferie MIJE - Régul","31702","Hervé Thermique - Chaufferie MIJE - Régul"
"101605","Atalian","Air France - SDR","31616","Atalian - Air France - SDR"
"101606","Hervé Thermique","Maif","31346","Hervé Thermique - Maif"
"101608","Aurion","Bagatelle","31758B","Aurion - Bagatelle"
"101609","CBRE","ETZ2","31721","CBRE - ETZ2"
"101611","Rougnon","Rue Caumartin","31808","Rougnon - Rue Caumartin"
"101614","Atalian","Air France - Audit om Cité PN","31675","Atalian - Air France - Audit om Cité PN"
"101616","Geteo","BPCE Odysée","31788","Geteo - BPCE Odysée"
"101617","Cegelec ","Maintenance - Rue de Provence","31086","Cegelec  - Maintenance - Rue de Provence"
"101618","Aurion","Bagatelle - GTB","31782","Aurion - Bagatelle - GTB"
"101619","Aurion","Urban","31783","Aurion - Urban"
"101621","Aubelec","Conservatoire Pantin - Licences Aree","31785","Aubelec - Conservatoire Pantin - Licences Aree"
"101622","Rougnon","MDPH - Dépannage","31763","Rougnon - MDPH - Dépannage"
"101623","Sitème","Gymnase NLG","31541A","Sitème - Gymnase NLG"
"101624","Faceo","UMS - VC IQL","31686","Faceo - UMS - VC IQL"
"101625","Atalian","Air France - Dogate","31670","Atalian - Air France - Dogate"
"101626","Rougnon","Rue Aguesseau - Dépannage bus R+5","31674","Rougnon - Rue Aguesseau - Dépannage bus R+5"
"101627","Engie","Regus Madeleine - Cloisonnement","31749","Engie - Regus Madeleine - Cloisonnement"
"101628","Techni+","Bellini - Gestion CVC","31627A","Techni+ - Bellini - Gestion CVC"
"101629","CA Roissy Pays de France","Piscine Roissy","31723","CA Roissy Pays de France - Piscine Roissy"
"101630","Optim Energie","Bellini - Travaux Supp V2","31638C","Optim Energie - Bellini - Travaux Supp V2"
"101631","Bouygues","OPV - Zoning","31696A","Bouygues - OPV - Zoning"
"101632","Bouygues","OPV - VC","31689","Bouygues - OPV - VC"
"101633","UTB","Chaufferie Haussman","31764","UTB - Chaufferie Haussman"
"101634","UTB","Chanorier","31556C","UTB - Chanorier"
"101635","UTB","Maison St Louis","31677C","UTB - Maison St Louis"
"101636","UTB","Tilsitt","31712","UTB - Tilsitt"
"101637","EITP","GS Arpajon","31234D","EITP - GS Arpajon"
"101638","LTDF","Treed it - Maison Médical - Options","31624","LTDF - Treed it - Maison Médical - Options"
"101642","Etec","Vennecy","31734","Etec - Vennecy"
"101645","Energilec","Canopy - Re cloisonnement et mise à jour GTB","31738","Energilec - Canopy - Re cloisonnement et mise à jour GTB"
"101649","Produal","Variateurs CD7078","31892","Produal - Variateurs CD7078"
"101650","Brunier","La chapelle","31285A","Brunier - La chapelle"
"101651","IDFC","Sous station Paris 17","31819","IDFC - Sous station Paris 17"
"101654","Geteo","Font Office - Zoning 4e","31731A","Geteo - Font Office - Zoning 4e"
"101655","Energilec","Canopy - Identification sonde avant cloisonnement","31832","Energilec - Canopy - Identification sonde avant cloisonnement"
"101657","Hervé Thermique","Jardiland","31416","Hervé Thermique - Jardiland"
"101659","Derichebourg","RATP Malakoff","31837","Derichebourg - RATP Malakoff"
"101660","Derichebourg","Robert Debré - PH2 - TS : LT21 Dédoublement armoire","31858","Derichebourg - Robert Debré - PH2 - TS : LT21 Dédoublement armoire"
"101661","Optim Energie","Musée de l'air et de l'espace","31860","Optim Energie - Musée de l'air et de l'espace"
"101663","Rougnon","WDR - Dépannage","31852","Rougnon - WDR - Dépannage"
"101664","IDFC","Eko Résidence","31942A","IDFC - Eko Résidence"
"101665","Faceo","Thales - Tiger","31930","Faceo - Thales - Tiger"
"101666","Atalian","Air France - GTB V2","31717","Atalian - Air France - GTB V2"
"101667","Atalian","Air France - Maintenance tech N3 du poste Sud","31780","Atalian - Air France - Maintenance tech N3 du poste Sud"
"101668","Atalian","Air France - Maintenance tech Cité PN 3-4/11/23","31904","Atalian - Air France - Maintenance tech Cité PN 3-4/11/23"
"101669","Atalian","Air France - Batiment Pégase labo & Pégase","31902","Atalian - Air France - Batiment Pégase labo & Pégase"
"101672","Sitème","GS & ALSH Chessy","31871A","Sitème - GS & ALSH Chessy"
"101673","CA Roissy Pays de France","Piscine Claye-Souilly","31915","CA Roissy Pays de France - Piscine Claye-Souilly"
"101674","Techni+","Chevrillon","31926","Techni+ - Chevrillon"
"101675","CIC Climatisation","Patchwork Choiseul - Mise en réseau des 6 niveaux","31832B","CIC Climatisation - Patchwork Choiseul - Mise en réseau des 6 niveaux"
"101676","Spirec","Fourniture","31933","Spirec - Fourniture"
"101677","Idex","Denis Papin Villemonble","31911","Idex - Denis Papin Villemonble"
"101678","Energilec","Boulogne - VC","31875","Energilec - Boulogne - VC"
"101679","GTIE","Parc des Expos Villepinte - Poste 595","31913","GTIE - Parc des Expos Villepinte - Poste 595"
"101680","Cogeclim","Emeraude - CF VC","31751A","Cogeclim - Emeraude - CF VC"
"101684","Idex","Crèche Olympe de Gouges","31836","Idex - Crèche Olympe de Gouges"
"101685","Proditherm","Immeuble de bureau Alphonse de Neuville","31697B","Proditherm - Immeuble de bureau Alphonse de Neuville"
"101687","Bouygues","OPV R8 Meetic","31503B","Bouygues - OPV R8 Meetic"
"101689","Atalian","AF - Maintenance tech TGBT Nord 17-18/11","31905","Atalian - AF - Maintenance tech TGBT Nord 17-18/11"
"101690","Aurion","Urban - TS","31950","Aurion - Urban - TS"
"101691","Rougnon","WDR","31849","Rougnon - WDR"
"101692","Brunier","Lycée E. Brontes Lognes - Audit","31948","Brunier - Lycée E. Brontes Lognes - Audit"
"101693","Secla","Le Périscope","31939","Secla - Le Périscope"
"101694","Secla","Hopital de Provin - Audit","31742A","Secla - Hopital de Provin - Audit"
"101696","Elicap","Commissariat Neuilly Sur Seine - Ingenierie","31934C","Elicap - Commissariat Neuilly Sur Seine - Ingenierie"
"101697","BC Climatisation","Gare KBH - Supplement","31799","BC Climatisation - Gare KBH - Supplement"
"101698","BC Climatisation","Gare C3C - Supplement","31807","BC Climatisation - Gare C3C - Supplement"
"101700","Atalian","Air France - SA accès Smartphone","31720","Atalian - Air France - SA accès Smartphone"
"101703","D&T","12 Europe","31884","D&T - 12 Europe"
"101704","IDFC","EKO Logements","31941A","IDFC - EKO Logements"
"101705","UTB","Neruda","31922","UTB - Neruda"
"101707","PGC","Cours Albert","31997","PGC - Cours Albert"
"101708","Atalian","AF - Maintenance tech Poste Carling + Park Cité PN 24-25/11","31906","Atalian - AF - Maintenance tech Poste Carling + Park Cité PN 24-25/11"
"101710","Derichebourg","Sénat Gymnase + 15 Iqeco","31776B","Derichebourg - Sénat Gymnase + 15 Iqeco"
"101711","Fern Energies","Saint James","31422F","Fern Energies - Saint James"
"101712","Rougnon","Orano - Laverie","31974","Rougnon - Orano - Laverie"
"101713","Geteo","Front Office - 1er étage - Hisense","31958","Geteo - Front Office - 1er étage - Hisense"
"101714","Rougnon","Montaparnasse - Secteur 4","31971","Rougnon - Montaparnasse - Secteur 4"
"101715","L'Air conditionné","Air France - DGI","32000","L'Air conditionné - Air France - DGI"
"101717","Engie","Régus Madeleine - Audit","31951","Engie - Régus Madeleine - Audit"
"101718","Brunier","Sevran Lamartine","31965","Brunier - Sevran Lamartine"
"101719","LTI","Quai de la rapée","31955","LTI - Quai de la rapée"
"101720","LTI","Quai de la rapée - CPCU","31831","LTI - Quai de la rapée - CPCU"
"101721","Elec GCR","Lycée Meudon - Audit","31938","Elec GCR - Lycée Meudon - Audit"
"101723","Rougnon","ICV - Chambres Froides","31620","Rougnon - ICV - Chambres Froides"
"101724","Fern Energies","Cergy Etoile","32012","Fern Energies - Cergy Etoile"
"101726","Engie","Orano - Maintenance 2024","31597","Engie - Orano - Maintenance 2024"
"101729","Idex","GS Rostand","32046","Idex - GS Rostand"
"101730","Fern Energies","Groupama Baume","31094B","Fern Energies - Groupama Baume"
"101731","Geteo","Philippe Auguste","32049","Geteo - Philippe Auguste"
"101733","Atalian","Air France - Maintenance Poste Citair 22-23/12/23","31907","Atalian - Air France - Maintenance Poste Citair 22-23/12/23"
"101737","Geteo","Richelieu","32050","Geteo - Richelieu"
"101738","Atalian","Air France - GER 2023 - Siège R+5 - HD","31797","Atalian - Air France - GER 2023 - Siège R+5 - HD"
"101739","Atalian","Air France - GER 2023 - Siège R+1 - HD","31796A","Atalian - Air France - GER 2023 - Siège R+1 - HD"
"101740","Atalian","Air France - GER 2023 - zone Bureaux RDC - HD","31795","Atalian - Air France - GER 2023 - zone Bureaux RDC - HD"
"101741","Atalian","Air France - GER 2023 - zone médicale RDC - HD","31794","Atalian - Air France - GER 2023 - zone médicale RDC - HD"
"101743","Derichebourg","Sénat - Gymnase","32040","Derichebourg - Sénat - Gymnase"
"101744","MATE","Crous","32041","MATE - Crous"
"101745","A&T Génie Climatique","Chalon sur Soane","31867A","A&T Génie Climatique - Chalon sur Soane"
"101746","Idex","Bondy","32004","Idex - Bondy"
"101747","Idex","Neuilly sur Marne","32006","Idex - Neuilly sur Marne"
"101748","Idex","Rue Lagache Villemomble","32005","Idex - Rue Lagache Villemomble"
"101750","Rougnon","Rue Caumartin - TS ","31991","Rougnon - Rue Caumartin - TS "
"101751","Derichebourg","Robert Debré - PH3","31972C","Derichebourg - Robert Debré - PH3"
"101752","EAGC","CNRS Container","31558","EAGC - CNRS Container"
"101754","Rougnon","Le Retiro Cartier - Showroom SS1","32010A","Rougnon - Le Retiro Cartier - Showroom SS1"
"101755","ICE","Les Groues - Intervention CTA8","31932","ICE - Les Groues - Intervention CTA8"
"101756","Techni+","Montigny - Modif Prog","32057","Techni+ - Montigny - Modif Prog"
"101759","Eiffage Energie","La Courneuve + OA","30880E/31396","Eiffage Energie - La Courneuve + OA"
"101760","Atalian","Maison du Japon - Maintenance 2024","32079","Atalian - Maison du Japon - Maintenance 2024"
"101761","CA Paris - Vallée de la Marne","Médiathèque Chelles","31954B","CA Paris - Vallée de la Marne - Médiathèque Chelles"
"101762","CA Paris - Vallée de la Marne","Torcy","31954B.","CA Paris - Vallée de la Marne - Torcy"
"101763","Atalian","Rue du Cirque - Maintenance 2024","31692","Atalian - Rue du Cirque - Maintenance 2024"
"101764","Rougnon","Le Retiro Cartier - Zoning","32008","Rougnon - Le Retiro Cartier - Zoning"
"101766","Majorelle","Air France - Rue du Cirque","31959","Majorelle - Air France - Rue du Cirque"
"101767","Engie","Grand Moulin","32048","Engie - Grand Moulin"
"101769","Cogéclim","RATP PDT - devis complémentaire suite OS","31872A","Cogéclim - RATP PDT - devis complémentaire suite OS"
"101770","Cogéclim","PDT - Plomberie Pompes","32039A","Cogéclim - PDT - Plomberie Pompes"
"101771","Atalian","Campus WPP - Maintenance 2024","31953A","Atalian - Campus WPP - Maintenance 2024"
"101772","Energilec","Canopy - Maintenance 2024","31847","Energilec - Canopy - Maintenance 2024"
"101773","Energilec","Canopy - Recloisonnement et MAJ du 13 et 14em  + formation","32066","Energilec - Canopy - Recloisonnement et MAJ du 13 et 14em  + formation"
"101774","Energilec","Covea Boulogne - Maintenance 2024","31828","Energilec - Covea Boulogne - Maintenance 2024"
"101775","Brunier","Hypervision - Gorki","32097","Brunier - Hypervision - Gorki"
"101776","Brunier","GTB - Gorki","32059E","Brunier - GTB - Gorki"
"101778","Fern Energies","Groupama Baume - sonde hygrométrie CTA","32118","Fern Energies - Groupama Baume - sonde hygrométrie CTA"
"101779","Agec","Carrefour Mondeville R+6","32106","Agec - Carrefour Mondeville R+6"
"101780","Rougnon","Hermes","32078","Rougnon - Hermes"
"101781","Cegeclec","Av Wagram - Maintenance 2024","32114","Cegeclec - Av Wagram - Maintenance 2024"
"101782","Rougnon","69 Victoire - Dépannage","32110","Rougnon - 69 Victoire - Dépannage"
"101783","Chauffage Evolution","Mairie Chapelle Bourbon - Ecran","32095","Chauffage Evolution - Mairie Chapelle Bourbon - Ecran"
"101784","Brunier","Charlotte Delbo","32088","Brunier - Charlotte Delbo"
"101787","L'Air conditionné","Air France DGI - CTA et BDV","32089","L'Air conditionné - Air France DGI - CTA et BDV"
"101788","Bouygues","ADP GSI Nanterre - Maintenance 2024","32019","Bouygues - ADP GSI Nanterre - Maintenance 2024"
"101789","Energilec","Canopy - Parametrage automate","32053","Energilec - Canopy - Parametrage automate"
"101791","Brunier","Piscine Olympique Colombes","31745C","Brunier - Piscine Olympique Colombes"
"101793","CI Elec","Stade de la Muette","32179","CI Elec - Stade de la Muette"
"101794","CI Elec","McDo Louvre","32175","CI Elec - McDo Louvre"
"101796","Rougnon","ICV B1 - Ecran + Alarme","31967","Rougnon - ICV B1 - Ecran + Alarme"
"101798","Produal","Variateurs CD7417","32198","Produal - Variateurs CD7417"
"101799","Cegelec","Wagram - PC GTB","32115","Cegelec - Wagram - PC GTB"
"101800","Energilec","Canopy - Audit R+4/RDC Z1 SDR","32167","Energilec - Canopy - Audit R+4/RDC Z1 SDR"
"101802","Seclectra","IUT Noisy le Grande - Passerelle KNX","32137","Seclectra - IUT Noisy le Grande - Passerelle KNX"
"101803","Rougnon","Le Retiro Cartier - Cloisonnement Atelier","31756A","Rougnon - Le Retiro Cartier - Cloisonnement Atelier"
"101804","Rougnon","Le Retiro Cartier - Cloisonnement Salle de sports","31757A","Rougnon - Le Retiro Cartier - Cloisonnement Salle de sports"
"101806","Geteo","Richelieu - Maintenance 2024","32150","Geteo - Richelieu - Maintenance 2024"
"101807","Idex","Maison Rouge et maternelle A.Daudet - Viry Chatillon","32146","Idex - Maison Rouge et maternelle A.Daudet - Viry Chatillon"
"101808","Spirec","Fourniture","32141","Spirec - Fourniture"
"101809","Aurion","RTE","32132","Aurion - RTE"
"101810","Geteo","Front Office - Dépannage","32094","Geteo - Front Office - Dépannage"
"101811","Atalian","Air France - Afca LT I","31735","Atalian - Air France - Afca LT I"
"101812","Atalian","Air France - Serveur NAS","31830A","Atalian - Air France - Serveur NAS"
"101814","Elec GCR","Lycée Versailles","32134","Elec GCR - Lycée Versailles"
"101815","Elec GCR","Lycée Rambouillet","32133","Elec GCR - Lycée Rambouillet"
"101816","Energilec","Boulogne - Cloisonnement quadrilatère","32024A","Energilec - Boulogne - Cloisonnement quadrilatère"
"101817","Cobalt","Patinoire Neuilly sur Marne","32054A","Cobalt - Patinoire Neuilly sur Marne"
"101818","Bouygues","Opéra Victoire - Mainetance 2024","32071","Bouygues - Opéra Victoire - Mainetance 2024"
"101819","IDFC","Hotel Clichy Tribe","32098A","IDFC - Hotel Clichy Tribe"
"101820","Proclus","Finlay","32154","Proclus - Finlay"
"101821","Optim Energie","RATP Aubervilliers","31912A","Optim Energie - RATP Aubervilliers"
"101823","Brunier","Lili Boulanger - Les petites pianos","32105","Brunier - Lili Boulanger - Les petites pianos"
"101824","Sicra","Courbevoie Paul Bert","31623J","Sicra - Courbevoie Paul Bert"
"101825","Brunier","Joliot Curie","31866C","Brunier - Joliot Curie"
"101826","Eiffage Energie","RATP Vitry - Ardoines - TS","32173A","Eiffage Energie - RATP Vitry - Ardoines - TS"
"101827","Dalkia","Maintenance Hopital de Provin - 2024","32093","Dalkia - Maintenance Hopital de Provin - 2024"
"101828","Engie","Maintenance 2024 - Régus Madeleine","32253","Engie - Maintenance 2024 - Régus Madeleine"
"101829","Elec GCR","Lycée Meudon","31706","Elec GCR - Lycée Meudon"
"101831","Brunier","Piscine Colombes - 4 Echangeurs","32252","Brunier - Piscine Colombes - 4 Echangeurs"
"101832","Cogeclim","RATP Pdt - Reprise AF indice D","32259A","Cogeclim - RATP Pdt - Reprise AF indice D"
"101833","BC Climatisation","Gare C3C - Plomberie","32201B","BC Climatisation - Gare C3C - Plomberie"
"101835","Atmosph'air","PSG - Modif Prog","32247","Atmosph'air - PSG - Modif Prog"
"101838","Cegelec","Gare RATP - ALN","31748E","Cegelec - Gare RATP - ALN"
"101839","Cegelec","Gare RATP - SEB Sevran Beaunotte","31765D","Cegelec - Gare RATP - SEB Sevran Beaunotte"
"101840","Cegelec","Gare RATP - SEL","31766D","Cegelec - Gare RATP - SEL"
"101841","Cegelec","Gare RATP - SGP CMF","31767C","Cegelec - Gare RATP - SGP CMF"
"101842","CRAM ","Maintenance 2024 - Conservatoire de Pantin","32240","CRAM  - Maintenance 2024 - Conservatoire de Pantin"
"101843","Fern Energies","GS Robespierre","32234A","Fern Energies - GS Robespierre"
"101844","LTI","Avicenne","31985A","LTI - Avicenne"
